Date,Open,High,Low,Close
2025-08-28 13:30:00+00:00,647.239990234375,648.0900268554688,645.3400268554688,645.9550170898438
2025-08-28 14:30:00+00:00,645.97998046875,647.6558227539062,645.9400024414062,646.25
2025-08-28 15:30:00+00:00,646.2750244140625,648.4199829101562,646.239990234375,648.1500244140625
2025-08-28 16:30:00+00:00,648.1500244140625,648.364990234375,647.4500122070312,648.125
2025-08-28 17:30:00+00:00,648.1300048828125,648.6799926757812,648.0750122070312,648.64501953125
2025-08-28 18:30:00+00:00,648.6500244140625,649.25,648.6300048828125,648.9600219726562
2025-08-28 19:30:00+00:00,648.9500122070312,649.47998046875,648.72998046875,648.8599853515625
2025-08-29 13:30:00+00:00,647.489990234375,647.7581176757812,643.6300048828125,644.6688232421875
2025-08-29 14:30:00+00:00,644.6699829101562,645.1099853515625,643.1400146484375,644.4099731445312
2025-08-29 15:30:00+00:00,644.1599731445312,644.760009765625,643.7100219726562,644.1699829101562
2025-08-29 16:30:00+00:00,644.1799926757812,645.0399169921875,643.4600219726562,644.0
2025-08-29 17:30:00+00:00,644.0,645.0142211914062,643.8400268554688,644.2650146484375
2025-08-29 18:30:00+00:00,644.2650146484375,644.989990234375,644.172119140625,644.5800170898438
2025-08-29 19:30:00+00:00,644.5800170898438,645.1400146484375,643.760009765625,644.989990234375
2025-09-02 13:30:00+00:00,637.5,640.1400146484375,636.0499877929688,639.469970703125
2025-09-02 14:30:00+00:00,639.4500122070312,639.6300048828125,636.1699829101562,636.5599975585938
2025-09-02 15:30:00+00:00,636.5499877929688,636.5679931640625,634.9199829101562,635.6099853515625
2025-09-02 16:30:00+00:00,635.6099853515625,637.8499755859375,635.6099853515625,637.6400146484375
2025-09-02 17:30:00+00:00,637.6300048828125,639.0349731445312,637.6300048828125,637.7265014648438
2025-09-02 18:30:00+00:00,637.719970703125,639.3099975585938,637.3200073242188,639.1400146484375
2025-09-02 19:30:00+00:00,639.1300048828125,640.489990234375,639.0399780273438,640.3300170898438
2025-09-03 13:30:00+00:00,642.6099853515625,643.22998046875,641.5900268554688,642.3612060546875
